,Unnamed: 0,listing_id,id,date,reviewer_id,reviewer_name,comments,langs,words,wordcount
307,724,100908,177090716,2017-08-01,27404406,PratiK,"I stayed 9 nights at Nitzas place and had a very comfortable stay. The room is small but very comfortable and has everything you need. Mattress is comfy and Nitza made sure I have enough blankets to fight the cold weather in July. Room is very quiet which is what I wanted and is very conveniently located to go to any tourist spots or in the middle of Santiago. Metro station is 5 mins away. Plaza de armas is about 2 kms. I just preferred to walk to plaza de armas almost everyday as it completely safe and you can do all your supermarket shopping on your way. In all, very good. ",en,"['i', 'stayed', '9', 'nights', 'at', 'nitzas', 'place', 'and', 'had', 'a', 'very', 'comfortable', 'stay.', 'the', 'room', 'is', 'small', 'but', 'very', 'comfortable', 'and', 'has', 'everything', 'you', 'need.', 'mattress', 'is', 'comfy', 'and', 'nitza', 'made', 'sure', 'i', 'have', 'enough', 'blankets', 'to', 'fight', 'the', 'cold', 'weather', 'in', 'july.', 'room', 'is', 'very', 'quiet', 'which', 'is', 'what', 'i', 'wanted', 'and', 'is', 'very', 'conveniently', 'located', 'to', 'go', 'to', 'any', 'tourist', 'spots', 'or', 'in', 'the', 'middle', 'of', 'santiago.', 'metro', 'station', 'is', '5', 'mins', 'away.', 'plaza', 'de', 'armas', 'is', 'about', '2', 'kms.', 'i', 'just', 'preferred', 'to', 'walk', 'to', 'plaza', 'de', 'armas', 'almost', 'everyday', 'as', 'it', 'completely', 'safe', 'and', 'you', 'can', 'do', 'all', 'your', 'supermarket', 'shopping', 'on', 'your', 'way.', 'in', 'all,', 'very', 'good.']",112
308,727,100928,880735,2012-01-24,1521324,Claas,"Everything very good. Nice contact, excellent location.",en,"['everything', 'very', 'good.', 'nice', 'contact,', 'excellent', 'location.']",7
309,728,100928,113139375,2016-11-10,76557229,Avidan,The host canceled this reservation 4 days before arrival. This is an automated posting.,en,"['the', 'host', 'canceled', 'this', 'reservation', '4', 'days', 'before', 'arrival.', 'this', 'is', 'an', 'automated', 'posting.']",14
310,729,100928,123089612,2016-12-27,104149800,Manhal,It was better than I expected. Lovely stay.,en,"['it', 'was', 'better', 'than', 'i', 'expected.', 'lovely', 'stay.']",8
311,731,115267,722932,2011-11-15,757576,Marisa,"When we arrived at Providencia B&B, we were warmly greeted by Ignacio and Gladys, one of his staff. Not only did they help us bring our luggage up the stairs, they offered us a complimentary coffee and sandwich.

Both Ignacio and Gladys are very friendly and they went out of their way to accommodate all of our needs. They even lent us an adapter and hair dryer and let us store food in their refrigerator.

The breakfast was great and included coffee, tea, eggs, ham, cheese, toast, jam and yogurt. 

This B&B is in a great location and walking distance to the Metro and many shops and restaurants. I would definitely stay here again and highly recommend it.",en,"['when', 'we', 'arrived', 'at', 'providencia', 'b&b,', 'we', 'were', 'warmly', 'greeted', 'by', 'ignacio', 'and', 'gladys,', 'one', 'of', 'his', 'staff.', 'not', 'only', 'did', 'they', 'help', 'us', 'bring', 'our', 'luggage', 'up', 'the', 'stairs,', 'they', 'offered', 'us', 'a', 'complimentary', 'coffee', 'and', 'sandwich.', 'both', 'ignacio', 'and', 'gladys', 'are', 'very', 'friendly', 'and', 'they', 'went', 'out', 'of', 'their', 'way', 'to', 'accommodate', 'all', 'of', 'our', 'needs.', 'they', 'even', 'lent', 'us', 'an', 'adapter', 'and', 'hair', 'dryer', 'and', 'let', 'us', 'store', 'food', 'in', 'their', 'refrigerator.', 'the', 'breakfast', 'was', 'great', 'and', 'included', 'coffee,', 'tea,', 'eggs,', 'ham,', 'cheese,', 'toast,', 'jam', 'and', 'yogurt.', 'this', 'b&b', 'is', 'in', 'a', 'great', 'location', 'and', 'walking', 'distance', 'to', 'the', 'metro', 'and', 'many', 'shops', 'and', 'restaurants.', 'i', 'would', 'definitely', 'stay', 'here', 'again', 'and', 'highly', 'recommend', 'it.']",118
312,732,115267,757897,2011-12-01,673025,Manuel,"Great place to stay, clean and tidy. Owners are a plus, always willing to help and chat. ",en,"['great', 'place', 'to', 'stay,', 'clean', 'and', 'tidy.', 'owners', 'are', 'a', 'plus,', 'always', 'willing', 'to', 'help', 'and', 'chat.']",17
313,733,115267,862696,2012-01-15,213801,Danelle,"I have just returned from a four month trip to South America.  My stay at Providencia b and b was by far the best start and b n b on my trip.  Ignacio and his wife made me feel very comfortable from the start.  He is a real host, he worries about his guests, opens his home and heart to all and accommodates each and every person who enters into his world.  I own a b and b in Philadelphia and it was wonderful to se (Website hidden by Airbnb) like mine in Santiago.  Ignacio entered my world and my heart.  He can only be described as the hostess with the mostest.  The location is wonderful with restaurants around each corner and transportation close at hand.  I am a yogi and there is a great studio around the corner.   You will not regret meeting and staying with Ignacio and his beautiful wife.  Besos, Danelle",en,"['i', 'have', 'just', 'returned', 'from', 'a', 'four', 'month', 'trip', 'to', 'south', 'america.', 'my', 'stay', 'at', 'providencia', 'b', 'and', 'b', 'was', 'by', 'far', 'the', 'best', 'start', 'and', 'b', 'n', 'b', 'on', 'my', 'trip.', 'ignacio', 'and', 'his', 'wife', 'made', 'me', 'feel', 'very', 'comfortable', 'from', 'the', 'start.', 'he', 'is', 'a', 'real', 'host,', 'he', 'worries', 'about', 'his', 'guests,', 'opens', 'his', 'home', 'and', 'heart', 'to', 'all', 'and', 'accommodates', 'each', 'and', 'every', 'person', 'who', 'enters', 'into', 'his', 'world.', 'i', 'own', 'a', 'b', 'and', 'b', 'in', 'philadelphia', 'and', 'it', 'was', 'wonderful', 'to', 'se', '(website', 'hidden', 'by', 'airbnb)', 'like', 'mine', 'in', 'santiago.', 'ignacio', 'entered', 'my', 'world', 'and', 'my', 'heart.', 'he', 'can', 'only', 'be', 'described', 'as', 'the', 'hostess', 'with', 'the', 'mostest.', 'the', 'location', 'is', 'wonderful', 'with', 'restaurants', 'around', 'each', 'corner', 'and', 'transportation', 'close', 'at', 'hand.', 'i', 'am', 'a', 'yogi', 'and', 'there', 'is', 'a', 'great', 'studio', 'around', 'the', 'corner.', 'you', 'will', 'not', 'regret', 'meeting', 'and', 'staying', 'with', 'ignacio', 'and', 'his', 'beautiful', 'wife.', 'besos,', 'danelle']",154
314,734,115267,927001,2012-02-17,1477734,Deby,"I also rent rooms in my apartment, so I know what it is like to have people stay with you.  Ignacio and his family are wonderful.  I loved his house.  My bedroom was perfect.  The place is very clean and the barrio Providencia is one of the best in Santiago.  I cannot say enough good things about this place.  Stay there!!",en,"['i', 'also', 'rent', 'rooms', 'in', 'my', 'apartment,', 'so', 'i', 'know', 'what', 'it', 'is', 'like', 'to', 'have', 'people', 'stay', 'with', 'you.', 'ignacio', 'and', 'his', 'family', 'are', 'wonderful.', 'i', 'loved', 'his', 'house.', 'my', 'bedroom', 'was', 'perfect.', 'the', 'place', 'is', 'very', 'clean', 'and', 'the', 'barrio', 'providencia', 'is', 'one', 'of', 'the', 'best', 'in', 'santiago.', 'i', 'cannot', 'say', 'enough', 'good', 'things', 'about', 'this', 'place.', 'stay', 'there!!']",61
315,735,115267,966469,2012-03-03,1692164,Ann-Christin,"We've enjoyed our stay at Ignacio so much! This B&B is a quite nice place.
Ignacio and his wife do everything to make you feel very welcome. Our room upstairs has been very clean and comfortable.
The breakfast is sooo lovely, you will find everything you need from cooked eggs, yoghurts, fresh fruits to honey, jam and cheese, even cereals, if you like. We've especially enjoyed that we could have breakfast whenever we've wanted.

Everything has been perfect. Ignacio helps you wherever he can. E.g. transfer from the airport to his B&B, getting some information for nice trips in- & outside Santiago etc...

Only a few minutes away from the next subway station, a supermarket and a lot of nice restaurants, the Providencia is located very good to get around in Santiago...we really recommend to stay there and we will come back on our next stay in Santiago!",en,"[""we've"", 'enjoyed', 'our', 'stay', 'at', 'ignacio', 'so', 'much!', 'this', 'b&b', 'is', 'a', 'quite', 'nice', 'place.', 'ignacio', 'and', 'his', 'wife', 'do', 'everything', 'to', 'make', 'you', 'feel', 'very', 'welcome.', 'our', 'room', 'upstairs', 'has', 'been', 'very', 'clean', 'and', 'comfortable.', 'the', 'breakfast', 'is', 'sooo', 'lovely,', 'you', 'will', 'find', 'everything', 'you', 'need', 'from', 'cooked', 'eggs,', 'yoghurts,', 'fresh', 'fruits', 'to', 'honey,', 'jam', 'and', 'cheese,', 'even', 'cereals,', 'if', 'you', 'like.', ""we've"", 'especially', 'enjoyed', 'that', 'we', 'could', 'have', 'breakfast', 'whenever', ""we've"", 'wanted.', 'everything', 'has', 'been', 'perfect.', 'ignacio', 'helps', 'you', 'wherever', 'he', 'can.', 'e.g.', 'transfer', 'from', 'the', 'airport', 'to', 'his', 'b&b,', 'getting', 'some', 'information', 'for', 'nice', 'trips', 'in-', '&', 'outside', 'santiago', 'etc...', 'only', 'a', 'few', 'minutes', 'away', 'from', 'the', 'next', 'subway', 'station,', 'a', 'supermarket', 'and', 'a', 'lot', 'of', 'nice', 'restaurants,', 'the', 'providencia', 'is', 'located', 'very', 'good', 'to', 'get', 'around', 'in', 'santiago...we', 'really', 'recommend', 'to', 'stay', 'there', 'and', 'we', 'will', 'come', 'back', 'on', 'our', 'next', 'stay', 'in', 'santiago!']",148
316,736,115267,1056421,2012-03-28,692238,Jon,"Very cozy place in a good corner of Santiago. Room I stayed in was at the attic, cozy, clean. Gladys the housekeeper took great care of me, incredible breakfast! Metro is about 5-7 minutes walk, and there are places nearby for drinks. Would really recommend, only thing to note is that Gladys doesn't speak much English (if at all) so would help to pick up useful Spanish words to communicate some important stuff. ",en,"['very', 'cozy', 'place', 'in', 'a', 'good', 'corner', 'of', 'santiago.', 'room', 'i', 'stayed', 'in', 'was', 'at', 'the', 'attic,', 'cozy,', 'clean.', 'gladys', 'the', 'housekeeper', 'took', 'great', 'care', 'of', 'me,', 'incredible', 'breakfast!', 'metro', 'is', 'about', '5-7', 'minutes', 'walk,', 'and', 'there', 'are', 'places', 'nearby', 'for', 'drinks.', 'would', 'really', 'recommend,', 'only', 'thing', 'to', 'note', 'is', 'that', 'gladys', ""doesn't"", 'speak', 'much', 'english', '(if', 'at', 'all)', 'so', 'would', 'help', 'to', 'pick', 'up', 'useful', 'spanish', 'words', 'to', 'communicate', 'some', 'important', 'stuff.']",73
317,737,115267,1151653,2012-04-19,1896380,Chris,As always it has been a great place for a few days in Santiago. Would always consider coming back to Ignacio  :-),en,"['as', 'always', 'it', 'has', 'been', 'a', 'great', 'place', 'for', 'a', 'few', 'days', 'in', 'santiago.', 'would', 'always', 'consider', 'coming', 'back', 'to', 'ignacio', ':-)']",22
318,738,115267,1320229,2012-05-21,2285661,Jean-Louis,Ignacio was a great host - always very attentive to our needs and helping us out when we needed. The place is quite cozy and extremely well located. I would highly recommend this place for travelers on a budget,en,"['ignacio', 'was', 'a', 'great', 'host', '-', 'always', 'very', 'attentive', 'to', 'our', 'needs', 'and', 'helping', 'us', 'out', 'when', 'we', 'needed.', 'the', 'place', 'is', 'quite', 'cozy', 'and', 'extremely', 'well', 'located.', 'i', 'would', 'highly', 'recommend', 'this', 'place', 'for', 'travelers', 'on', 'a', 'budget']",39
319,740,115267,2352879,2012-09-20,1371946,Kevin,"Ignacio was unbelievable! I could not ask for a more competent, caring host.  He went out of his way to make sure I had everything I needed, from taxis, to directions,  to tour suggestions, etc. The home is located in a great area, a few blocks from a great subway system, on a tree-lined street. His breakfast is welcoming, his home is inviting, and he, himself, is a wonderful man!",en,"['ignacio', 'was', 'unbelievable!', 'i', 'could', 'not', 'ask', 'for', 'a', 'more', 'competent,', 'caring', 'host.', 'he', 'went', 'out', 'of', 'his', 'way', 'to', 'make', 'sure', 'i', 'had', 'everything', 'i', 'needed,', 'from', 'taxis,', 'to', 'directions,', 'to', 'tour', 'suggestions,', 'etc.', 'the', 'home', 'is', 'located', 'in', 'a', 'great', 'area,', 'a', 'few', 'blocks', 'from', 'a', 'great', 'subway', 'system,', 'on', 'a', 'tree-lined', 'street.', 'his', 'breakfast', 'is', 'welcoming,', 'his', 'home', 'is', 'inviting,', 'and', 'he,', 'himself,', 'is', 'a', 'wonderful', 'man!']",70
320,742,115267,3376599,2013-01-20,2937871,Jenna,"I stayed at Providencia b&b for nearly two weeks in early Jan and had a great time! Ignacio is a great host and you can tell his heart is 100% in his work - he is always there to greet you and ask how you're going, and offer any help you may need. The housekeeper Gladys is absolutely gorgeous, and she is one of those people that really can't do enough for you! I stayed there so long that by the end she called me her 'daughter' :) she is just so lovely and both her and Ignacio made me feel at home. The rooms are clean and the bathrooms are good too. The location is also great, close to plenty of restaurants and a metro stop. Highly recommended!",en,"['i', 'stayed', 'at', 'providencia', 'b&b', 'for', 'nearly', 'two', 'weeks', 'in', 'early', 'jan', 'and', 'had', 'a', 'great', 'time!', 'ignacio', 'is', 'a', 'great', 'host', 'and', 'you', 'can', 'tell', 'his', 'heart', 'is', '100%', 'in', 'his', 'work', '-', 'he', 'is', 'always', 'there', 'to', 'greet', 'you', 'and', 'ask', 'how', ""you're"", 'going,', 'and', 'offer', 'any', 'help', 'you', 'may', 'need.', 'the', 'housekeeper', 'gladys', 'is', 'absolutely', 'gorgeous,', 'and', 'she', 'is', 'one', 'of', 'those', 'people', 'that', 'really', ""can't"", 'do', 'enough', 'for', 'you!', 'i', 'stayed', 'there', 'so', 'long', 'that', 'by', 'the', 'end', 'she', 'called', 'me', 'her', ""'daughter'"", ':)', 'she', 'is', 'just', 'so', 'lovely', 'and', 'both', 'her', 'and', 'ignacio', 'made', 'me', 'feel', 'at', 'home.', 'the', 'rooms', 'are', 'clean', 'and', 'the', 'bathrooms', 'are', 'good', 'too.', 'the', 'location', 'is', 'also', 'great,', 'close', 'to', 'plenty', 'of', 'restaurants', 'and', 'a', 'metro', 'stop.', 'highly', 'recommended!']",129
321,743,115267,3477546,2013-02-04,4853538,Joel,"The photos do not match the rooms. I selected 6 people when I made the reservation. I later found out that they didn't make the reservation for 6, but for 2. I had to pay the difference in cash for the extra 4 people, even though it lists 'no extra charge' for additional people.

There were cockroaches in the building as well. It was a hostel more than a Bed and Breakfast, although they lady who made our breakfast was very kind. Ignacio was also very pleasant.  The photos made the place look great, but the 2 rooms that we got were shabby.",en,"['the', 'photos', 'do', 'not', 'match', 'the', 'rooms.', 'i', 'selected', '6', 'people', 'when', 'i', 'made', 'the', 'reservation.', 'i', 'later', 'found', 'out', 'that', 'they', ""didn't"", 'make', 'the', 'reservation', 'for', '6,', 'but', 'for', '2.', 'i', 'had', 'to', 'pay', 'the', 'difference', 'in', 'cash', 'for', 'the', 'extra', '4', 'people,', 'even', 'though', 'it', 'lists', ""'no"", 'extra', ""charge'"", 'for', 'additional', 'people.', 'there', 'were', 'cockroaches', 'in', 'the', 'building', 'as', 'well.', 'it', 'was', 'a', 'hostel', 'more', 'than', 'a', 'bed', 'and', 'breakfast,', 'although', 'they', 'lady', 'who', 'made', 'our', 'breakfast', 'was', 'very', 'kind.', 'ignacio', 'was', 'also', 'very', 'pleasant.', 'the', 'photos', 'made', 'the', 'place', 'look', 'great,', 'but', 'the', '2', 'rooms', 'that', 'we', 'got', 'were', 'shabby.']",103
322,744,115267,3794252,2013-03-15,5466432,Danielle,The reservation was canceled 20 days before arrival. This is an automated posting.,en,"['the', 'reservation', 'was', 'canceled', '20', 'days', 'before', 'arrival.', 'this', 'is', 'an', 'automated', 'posting.']",13
323,746,115267,22086528,2014-10-29,22759609,Nikki,This was my first AirBnB experience and Ignacio made me feel very welcome. Great communication before I arrived and he followed up to make sure I would arrive on time. He arranged to have a taxi pick me up at the airport and was waiting to greet me when I arrive. The room was perfect and clean and the neighborhood as well. I was just a few blocks from the metro. I felt safe to go out alone at night and grab dinner and drinks - there were several great restaurant choices right within a few blocks. Thank you Ignacio for making my short trip to Santiago very successful!,en,"['this', 'was', 'my', 'first', 'airbnb', 'experience', 'and', 'ignacio', 'made', 'me', 'feel', 'very', 'welcome.', 'great', 'communication', 'before', 'i', 'arrived', 'and', 'he', 'followed', 'up', 'to', 'make', 'sure', 'i', 'would', 'arrive', 'on', 'time.', 'he', 'arranged', 'to', 'have', 'a', 'taxi', 'pick', 'me', 'up', 'at', 'the', 'airport', 'and', 'was', 'waiting', 'to', 'greet', 'me', 'when', 'i', 'arrive.', 'the', 'room', 'was', 'perfect', 'and', 'clean', 'and', 'the', 'neighborhood', 'as', 'well.', 'i', 'was', 'just', 'a', 'few', 'blocks', 'from', 'the', 'metro.', 'i', 'felt', 'safe', 'to', 'go', 'out', 'alone', 'at', 'night', 'and', 'grab', 'dinner', 'and', 'drinks', '-', 'there', 'were', 'several', 'great', 'restaurant', 'choices', 'right', 'within', 'a', 'few', 'blocks.', 'thank', 'you', 'ignacio', 'for', 'making', 'my', 'short', 'trip', 'to', 'santiago', 'very', 'successful!']",109
324,747,115267,25051034,2015-01-05,12387034,Charlie,"Ignacio and his staff at the BnB are wonderful hosts. They made us feel really welcome, and I was able to communicate well with them even though I speak very very little Spanish. They helped us change money and recommended restaurants. My fiancé and I rented a private room that was clean and charming. There was a fridge for all guests to share. Breakfast was delicious and every time we came home they offered us a jug of cold water and espresso. The location is great. The only drawbacks are that the walls are very thin (we didn't feel like we had complete privacy as a couple..) and the hot water in the shower was unreliable. I would definitely stay here again- the staff were one of the most memorable parts of our trip to Santiago.",en,"['ignacio', 'and', 'his', 'staff', 'at', 'the', 'bnb', 'are', 'wonderful', 'hosts.', 'they', 'made', 'us', 'feel', 'really', 'welcome,', 'and', 'i', 'was', 'able', 'to', 'communicate', 'well', 'with', 'them', 'even', 'though', 'i', 'speak', 'very', 'very', 'little', 'spanish.', 'they', 'helped', 'us', 'change', 'money', 'and', 'recommended', 'restaurants.', 'my', 'fiancé', 'and', 'i', 'rented', 'a', 'private', 'room', 'that', 'was', 'clean', 'and', 'charming.', 'there', 'was', 'a', 'fridge', 'for', 'all', 'guests', 'to', 'share.', 'breakfast', 'was', 'delicious', 'and', 'every', 'time', 'we', 'came', 'home', 'they', 'offered', 'us', 'a', 'jug', 'of', 'cold', 'water', 'and', 'espresso.', 'the', 'location', 'is', 'great.', 'the', 'only', 'drawbacks', 'are', 'that', 'the', 'walls', 'are', 'very', 'thin', '(we', ""didn't"", 'feel', 'like', 'we', 'had', 'complete', 'privacy', 'as', 'a', 'couple..)', 'and', 'the', 'hot', 'water', 'in', 'the', 'shower', 'was', 'unreliable.', 'i', 'would', 'definitely', 'stay', 'here', 'again-', 'the', 'staff', 'were', 'one', 'of', 'the', 'most', 'memorable', 'parts', 'of', 'our', 'trip', 'to', 'santiago.']",136
325,751,115267,63211553,2016-02-21,18998033,Jacquelyn,Ignacio greeted us warmly and energetically after our long travel from Philadelphia. He offered recommendations about the city and was incredibly nice and accessible. He even drove us to the airport after our one night's stay en route to Torres del Paine.,en,"['ignacio', 'greeted', 'us', 'warmly', 'and', 'energetically', 'after', 'our', 'long', 'travel', 'from', 'philadelphia.', 'he', 'offered', 'recommendations', 'about', 'the', 'city', 'and', 'was', 'incredibly', 'nice', 'and', 'accessible.', 'he', 'even', 'drove', 'us', 'to', 'the', 'airport', 'after', 'our', 'one', ""night's"", 'stay', 'en', 'route', 'to', 'torres', 'del', 'paine.']",42
326,758,122810,159064458,2017-06-09,73295101,Les,Great guy. Very helpful & in contact with me every few days to make sure everything was & ok & if I needed anything! Will be staying there again! ,en,"['great', 'guy.', 'very', 'helpful', '&', 'in', 'contact', 'with', 'me', 'every', 'few', 'days', 'to', 'make', 'sure', 'everything', 'was', '&', 'ok', '&', 'if', 'i', 'needed', 'anything!', 'will', 'be', 'staying', 'there', 'again!']",29
327,761,122810,232587223,2018-02-05,122089585,Joel,"Great little apartment apart ten minutes walk from Bellavista, excellent host checking to make sure all was ok and to give tips",en,"['great', 'little', 'apartment', 'apart', 'ten', 'minutes', 'walk', 'from', 'bellavista,', 'excellent', 'host', 'checking', 'to', 'make', 'sure', 'all', 'was', 'ok', 'and', 'to', 'give', 'tips']",22
328,763,124075,872123,2012-01-19,276979,Raphael,"The Big House is a beautiful mansion/hostel in a nice neighborhood in Santiago. I stayed there for a night with three friends in a room with four beds and a balcony. Jessica and Patricio, who were there to welcome us in, were very friendly, welcoming, and helpful. (Apparently Patricio is a ping-pong champion too; they have a table in the back, so bring your best game!)

We took advantage of the shared kitchen and had a large dinner in the back yard that I will not soon forget. Thanks Jessica!",en,"['the', 'big', 'house', 'is', 'a', 'beautiful', 'mansion/hostel', 'in', 'a', 'nice', 'neighborhood', 'in', 'santiago.', 'i', 'stayed', 'there', 'for', 'a', 'night', 'with', 'three', 'friends', 'in', 'a', 'room', 'with', 'four', 'beds', 'and', 'a', 'balcony.', 'jessica', 'and', 'patricio,', 'who', 'were', 'there', 'to', 'welcome', 'us', 'in,', 'were', 'very', 'friendly,', 'welcoming,', 'and', 'helpful.', '(apparently', 'patricio', 'is', 'a', 'ping-pong', 'champion', 'too;', 'they', 'have', 'a', 'table', 'in', 'the', 'back,', 'so', 'bring', 'your', 'best', 'game!)', 'we', 'took', 'advantage', 'of', 'the', 'shared', 'kitchen', 'and', 'had', 'a', 'large', 'dinner', 'in', 'the', 'back', 'yard', 'that', 'i', 'will', 'not', 'soon', 'forget.', 'thanks', 'jessica!']",90
329,764,135927,658473,2011-10-24,1194750,James Mary,"
Hector was terrific! We can say with full confidence that he always delivered well beyond our expectations. Not only was the apartment he rented us well furnished, immaculately clean, and in a great upscale Santiago neighborhood, but Hector's service as a tour guide was outstanding. He was very personable, reliable, and highly knowledgeable, and knew a great many sights that were not overly touristed. He was easy to get a hold of, organized, and knows what he's doing, and when we wanted to deviate from the plan to seek out some unique sights he was flexible and did his utmost to locate them without objection. We really enjoyed Hector's very friendly and easygoing manner, and highly recommend both him as a tour guide and his accommodations as an exceptional value.

James, George and Oisin
",en,"['hector', 'was', 'terrific!', 'we', 'can', 'say', 'with', 'full', 'confidence', 'that', 'he', 'always', 'delivered', 'well', 'beyond', 'our', 'expectations.', 'not', 'only', 'was', 'the', 'apartment', 'he', 'rented', 'us', 'well', 'furnished,', 'immaculately', 'clean,', 'and', 'in', 'a', 'great', 'upscale', 'santiago', 'neighborhood,', 'but', ""hector's"", 'service', 'as', 'a', 'tour', 'guide', 'was', 'outstanding.', 'he', 'was', 'very', 'personable,', 'reliable,', 'and', 'highly', 'knowledgeable,', 'and', 'knew', 'a', 'great', 'many', 'sights', 'that', 'were', 'not', 'overly', 'touristed.', 'he', 'was', 'easy', 'to', 'get', 'a', 'hold', 'of,', 'organized,', 'and', 'knows', 'what', ""he's"", 'doing,', 'and', 'when', 'we', 'wanted', 'to', 'deviate', 'from', 'the', 'plan', 'to', 'seek', 'out', 'some', 'unique', 'sights', 'he', 'was', 'flexible', 'and', 'did', 'his', 'utmost', 'to', 'locate', 'them', 'without', 'objection.', 'we', 'really', 'enjoyed', ""hector's"", 'very', 'friendly', 'and', 'easygoing', 'manner,', 'and', 'highly', 'recommend', 'both', 'him', 'as', 'a', 'tour', 'guide', 'and', 'his', 'accommodations', 'as', 'an', 'exceptional', 'value.', 'james,', 'george', 'and', 'oisin']",134
330,765,135927,1206107,2012-04-30,998208,Ingrid,"Hector was a great host. From the first contact through airbnb he proved extremely helpful and efficient. As the apartment was not available for our first day of stay, Hector has not left us homeless and promptly got another apartment as decent as we were during the whole trip.
The apartment was super organized, equipped, new and clean. In a very favorable location to access the beautiful walks of Santiago.
It was a great experience.",en,"['hector', 'was', 'a', 'great', 'host.', 'from', 'the', 'first', 'contact', 'through', 'airbnb', 'he', 'proved', 'extremely', 'helpful', 'and', 'efficient.', 'as', 'the', 'apartment', 'was', 'not', 'available', 'for', 'our', 'first', 'day', 'of', 'stay,', 'hector', 'has', 'not', 'left', 'us', 'homeless', 'and', 'promptly', 'got', 'another', 'apartment', 'as', 'decent', 'as', 'we', 'were', 'during', 'the', 'whole', 'trip.', 'the', 'apartment', 'was', 'super', 'organized,', 'equipped,', 'new', 'and', 'clean.', 'in', 'a', 'very', 'favorable', 'location', 'to', 'access', 'the', 'beautiful', 'walks', 'of', 'santiago.', 'it', 'was', 'a', 'great', 'experience.']",75
331,768,135927,4511079,2013-05-09,5740383,David,"Hector was a good host and offered to help in many ways. The place is clean, on a high floor with a nice view. ",en,"['hector', 'was', 'a', 'good', 'host', 'and', 'offered', 'to', 'help', 'in', 'many', 'ways.', 'the', 'place', 'is', 'clean,', 'on', 'a', 'high', 'floor', 'with', 'a', 'nice', 'view.']",24
332,770,135927,8692537,2013-11-12,1849307,Andrew,"Hector was a great host, easy to communicate with and helpful during our stay.  We definitely recommend him as a host and will hopefully stay at one of his apartments during our next visit.  Thanks Hector!",en,"['hector', 'was', 'a', 'great', 'host,', 'easy', 'to', 'communicate', 'with', 'and', 'helpful', 'during', 'our', 'stay.', 'we', 'definitely', 'recommend', 'him', 'as', 'a', 'host', 'and', 'will', 'hopefully', 'stay', 'at', 'one', 'of', 'his', 'apartments', 'during', 'our', 'next', 'visit.', 'thanks', 'hector!']",36
333,771,135927,9348620,2013-12-23,8207298,Guilherme,"Excellent apartment! Hector made everything to make an excellent trip for me and my family! I strongly recommend his apartment! The location is great!

Bed sheets and towels were great too! It's not something I was waiting for, so this should be emphasized.

Brazilian folks should also know that Hector speaks and understands Portuguese.",en,"['excellent', 'apartment!', 'hector', 'made', 'everything', 'to', 'make', 'an', 'excellent', 'trip', 'for', 'me', 'and', 'my', 'family!', 'i', 'strongly', 'recommend', 'his', 'apartment!', 'the', 'location', 'is', 'great!', 'bed', 'sheets', 'and', 'towels', 'were', 'great', 'too!', ""it's"", 'not', 'something', 'i', 'was', 'waiting', 'for,', 'so', 'this', 'should', 'be', 'emphasized.', 'brazilian', 'folks', 'should', 'also', 'know', 'that', 'hector', 'speaks', 'and', 'understands', 'portuguese.']",54
334,772,135927,9419452,2013-12-28,2361625,Maurício,"My family (5 adults and one baby) spent 2 nights at Hector´s apartment, and the experience was very good overall. The apartment is small, but clean and comfortable. It´s very close to the subway and there are some good restaurants around.

The apartment is perfect for a couple + 1, but it can fit a family of 5 because of the sofa-bed. Two bathrooms helps a lot.",en,"['my', 'family', '(5', 'adults', 'and', 'one', 'baby)', 'spent', '2', 'nights', 'at', 'hector´s', 'apartment,', 'and', 'the', 'experience', 'was', 'very', 'good', 'overall.', 'the', 'apartment', 'is', 'small,', 'but', 'clean', 'and', 'comfortable.', 'it´s', 'very', 'close', 'to', 'the', 'subway', 'and', 'there', 'are', 'some', 'good', 'restaurants', 'around.', 'the', 'apartment', 'is', 'perfect', 'for', 'a', 'couple', '+', '1,', 'but', 'it', 'can', 'fit', 'a', 'family', 'of', '5', 'because', 'of', 'the', 'sofa-bed.', 'two', 'bathrooms', 'helps', 'a', 'lot.']",67
335,773,135927,11117938,2014-03-21,13007388,Megan,This apartment was very comfortable and in an easy nice area close to the metro and with good restaurants and coffee shops close by.  Hector was a great host.,en,"['this', 'apartment', 'was', 'very', 'comfortable', 'and', 'in', 'an', 'easy', 'nice', 'area', 'close', 'to', 'the', 'metro', 'and', 'with', 'good', 'restaurants', 'and', 'coffee', 'shops', 'close', 'by.', 'hector', 'was', 'a', 'great', 'host.']",29
336,774,135927,25085860,2015-01-06,4179490,Marcos,"Hector's apartment is well located, cozy, clean and comfortable. Everything was as advertised and we had a great time. Definitely recommend staying there.",en,"[""hector's"", 'apartment', 'is', 'well', 'located,', 'cozy,', 'clean', 'and', 'comfortable.', 'everything', 'was', 'as', 'advertised', 'and', 'we', 'had', 'a', 'great', 'time.', 'definitely', 'recommend', 'staying', 'there.']",23
337,775,135927,28663139,2015-03-28,2909176,T & J,Super clean and comfortable in a great location with awesome views. Hector is extremely helpful and friendly. Stay here!,en,"['super', 'clean', 'and', 'comfortable', 'in', 'a', 'great', 'location', 'with', 'awesome', 'views.', 'hector', 'is', 'extremely', 'helpful', 'and', 'friendly.', 'stay', 'here!']",19
